doc_id	text	p_green	u	llm_green_suggested	llm_confidence	llm_rationale	is_green_human	notes		average
9736884	1. A wireless medical sensor network of devices including at least one duty-cycling medical sensor, at least one other non-medical duty-cycling device and a coordinator device, the at least one duty-cycling medical sensor comprising: sensing means operable to detect values of a life parameter of a patient; transmission and reception means for wireless communication with other devices in the network; and sensor control means operable to control a sleep pattern of the sensor; and the coordinator device comprising transmission and reception means for wireless communication with other devices in the network; wherein a plurality of predefined sleep patterns is provided, the choice of a suitable sleep pattern being determined according to a number of life parameter value thresholds, each threshold defining a boundary between a lower wake-up and a higher wake-up sleep pattern; wherein the sensor transmission means is operable to transmit value information as to the life parameter and the coordinator device transmission means is operable to transmit an indication of a suitable sensor sleep pattern determined centrally by comparing the transmitted value information with the thresholds for the life parameter; and wherein the coordinator device is operable to transmit suitable sleep patterns for each of the duty-cycling devices, a suitable sleep pattern transmitted to at least one non-medical duty-cycling device additionally taking into account at least one external factor not related to that non-medical duty-cycling device, in the form of the number of the medical sensor devices in the network in a predefined emergency state.	0.504799960119585	0.990400079760829	1	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Medical wireless sensor network without relevance to climate mitigation technologies (outside Y02 scope).	FALSE	
8717882	1. A processor comprising: a first agent coupled to a second agent via a link, wherein the link is to comprise a plurality of data lanes to communicate data and at least one clock lane to transmit a clock signal between the first agent and the second agent and wherein one or more of the plurality of data lanes is to be repurposed as a replacement clock lane in response to a determination that operation of the at least one clock lane has failed; and logic to cause reduction in a speed of the link prior to transmission of the clock signal over the replacement clock lane.	0.504863410910547	0.990273178178907	1	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Processor interconnect fault-tolerant architecture without environmental or climate mitigation relevance (outside Y02 scope).	FALSE	
9508877	1. A method for manufacturing a front electrode of a semiconductor device, the method comprising: providing a semiconductor device including an insulation surface coating; printing an electrically conductive paste overlying a patterned contact region of the insulation surface coating, the electrically conductive paste comprising: sintering the electrically conductive paste overlying the patterned contact region of the insulation surface coating, wherein the sintering comprises:	0.504996697594509	0.990006604810982	1	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Semiconductor electrode manufacturing method without explicit renewable energy or climate mitigation context (outside Y02 scope).	FALSE	
9673441	1. A connection pole for an accumulator, wherein the connection pole comprises an inner hollow region configured to receive a pole shaft of the accumulator, wherein the connection pole comprises a plurality of ribs on its inner wall in the inner hollow region, wherein the plurality of ribs run in the longitudinal direction of the connection pole and are tapered at a first end region and a second end region, wherein one or more or all of the plurality of ribs are integrally formed with the connection pole from the material of said connection pole and protrude from the inner side of the connection pole such that the ribs form a gap between the pole shaft and the inner surface of the connection pole, and wherein the material of said connection pole is a conductive material.	0.50508563956059	0.989828720878821	1	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Electrical accumulator connection component without explicit indication of renewable energy or climate mitigation application (outside Y02 scope).	FALSE	
8739718	1. A boat hull ( 10 ), comprising: a hinge ( a first lower edge ( a second lower edge ( a door lock assembly ( an inner door frame ( a first door gusset ( a hull gusset (	0.505124002065526	0.989751995868948	1	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Marine structural component without relevance to climate mitigation technologies (outside Y02 scope).	FALSE	
8616803	1. A paving stone, comprising: a main body having a multiplicity of substantially vertically oriented stone flanks, and wherein each of the stone flanks terminate at opposite corners; a multiplicity of interlocking elements A and B which are positioned in spaced relation along, and further extend perpendicularly outwardly relative to the respective stone flanks, and wherein the respective interlocking elements A and B are oriented in a predetermined grid pattern; an interlocking element C which extends perpendicularly outwardly relative to the respective stone flanks to a distance which is greater than the interlocking elements A and B, and which is further located between the opposite corners of the respective stone flanks; and an interlocking element D which extends perpendicularly outwardly relative to the respective stone flanks to a distance which is greater than the interlocking elements A and B, and which is further located in an adjacent, spaced relationship relative to an adjoining corner, and wherein no intervening interlocking elements A or B are located between the interlocking element D, and the adjoining corner, and wherein the interlocking elements C and D are located outside of the predetermined grid spacing in an inversely offset orientation, one relative to the other, and wherein each of the interlocking elements C and D come into contact with a flank of an adjacent paving stone having a similar construction, and further rest in movement restraining contact with the interlocking elements A or B of the adjacent paving stone so as to prevent any substantial shifting movement of the respective paving stones, one relative to the other, and while simultaneously forming a predetermined seam between the adjacent paving stones and which receives a filler material therein.	0.505130416280297	0.989739167439406	1	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Construction paving system without explicit environmental or climate mitigation relevance (outside Y02 scope).	FALSE	
8589014	1. A method for controlling a vehicle having an autonomous operation mode, the method comprising: controlling, by a processor, operation of the vehicle based on a first control strategy; identifying a sensor field based on a field of view of one or more sensors of the vehicle; receiving sensor data from selected ones of the one or more sensors; detecting a moving object in the roadway and a location of the object in the sensor field based on the received sensor data; identifying a change in sensor perception of the one or more sensors based on the location of the object, the change in the sensor perception including a decrease in an ability to detect objects within the sensor field; determining, based on the change, a second control strategy for increasing the ability to detect objects within the sensor field; and responsive to identifying the change, maneuvering, by the processor, the vehicle in the autonomous mode so that the vehicle falls behind the object according to the second control strategy in order to increase the ability to detect objects within the sensor field.	0.505478600914818	0.989042798170364	1	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Autonomous vehicle perception and control method without explicit indication of emission reduction or climate mitigation (outside Y02 scope).	FALSE	
8948783	1. A system for tracking and recording movements of at least one mobile communication device, the mobile device including one or more movement sensors and a wireless interface, wherein the system includes a communication network for communicating with the at least one mobile communication device and computing hardware for processing data supplied in operation from the at least one mobile communication device, the system comprising: at least one mobile communication device operable to communicate one or more sensor signals to computing hardware of the system, wherein the one or more sensor signals are indicative of motion associated with activities to which the at least one mobile communication device is exposed by a user of the mobile communication device; computing hardware of the system operable to execute one or more software products for analyzing the one or more sensor signals to classify the one or more sensor signals into one or more temporal zones, and to analyze the one or more sensor signals within each given temporal zone to determine a most likely activity type associated with each given temporal zone, wherein the computing hardware is operable to send information indicating one or more most likely activity types associated with the one or more temporal zones to the at least one mobile communication device, and wherein the at least one mobile communication device is operable to request the user to provide a confirmation as to whether or not the information indicating the one or more most likely activity types associated with the one or more temporal zones represents a correct analysis, and to communicate the confirmation back to the computing hardware for amending parameters and algorithms employed in the one or more software products for analyzing the one or more sensor signals, in order to improve the accuracy of the software products.	0.505640886856353	0.988718226287295	1	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Mobile activity tracking and analytics system without environmental or climate mitigation relevance (outside Y02 scope).	FALSE	
9123943	1. A metal ionic liquid comprising: a cation comprising a transition metal selected from the group consisting of Fe, Cu, Mn, Zn and combinations thereof and a ligand coordinated to the transition metal, wherein the ligand comprises an amine functional group and a hydroxyl functional group; and an anion selected from the group consisting of 2-ethylhexanoate, hexafluorophosphate, triflate, triflimide, tetrafluoroborate and combinations thereof, the metal ionic liquid being a non-aqueous liquid.	0.50579881289326	0.988402374213479	1	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Chemical ionic liquid composition without explicit application to emission reduction, renewable energy, or climate mitigation (outside Y02 scope).	FALSE	
9271197	1. A method of managing a user session and an internet protocol (IP) session for a connection between an user equipment (UE) and a network, comprising: establishing, at a first distributed evolved packet core (EPC), the user session and the IP session over the connection through the first distributed EPC, wherein the first distributed EPC comprises a first packet data network (PDN) gateway (PGW) at which the IP session is anchored; holding original IP resources for the IP session and releasing original connection resources for the user session at the first distributed EPC when the UE moves beyond the first distributed EPC to a second distributed EPC; establishing a tunnel between the first PGW and a second PGW for the second distributed EPC, wherein the tunnel utilizes the original IP resources and new connection resources at the second distributed EPC; and routing data for the user session and the IP session from the tunnel, through the first PGW, and to the network.	0.505917379270014	0.988165241459971	1	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Telecommunication network session management method without climate mitigation relevance (outside Y02 scope).	FALSE	
9764893	1. A system for monitoring hatch cover closure position of a hatch comprising a base flange with an upper sealing ring, a hatch cover lid with a lower sealing ring, a pressure gasket aligned between the upper and lower sealing rings and a hinge for coupling the hatch cover lid to the base flange and enabling the hatch cover lid to open and close, the system comprising: a force sensor for measuring a first force and a second force between the upper sealing ring and the lower sealing ring and converting the first force and the second force to first force signal data and second force signal data, respectively, wherein the second force is indicative of the hatch cover lid in a closed state and the first force is lower than the second force and is indicative of the hatch cover lid in an open state, and the first force signal data being different from the second force signal data, the force sensor comprising: at least one conductor; and a monitor electrically coupled to the at least one conductor of the force sensor for receiving the first force signal data and the second force signal data from the force sensor.	0.50601078426429	0.98797843147142	1	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Mechanical hatch monitoring system without explicit environmental or climate mitigation context (outside Y02 scope).	FALSE	
9665158	1. A method comprising: receiving, by a processor associated with a client device, data that includes information associated with a first element in a document; determining, by the processor, a battery level associated with the client device; determining, by the processor, whether the battery level satisfies a threshold; presenting, by the processor and when the battery level satisfies the threshold, the document for display on a display of the client device, wherein presenting the document includes presenting the first element; and presenting, by the processor and when the battery level does not satisfy the threshold, a modified document for display on the display, wherein the modified document includes a modified version of the first element that is formed using a table that stores data indicating how to modify elements to form modified versions of the elements, and wherein the client device uses less power to present the modified document than the document.	0.5067406328218	0.9865187343564	1	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	1	Device power management method reducing energy consumption through adaptive content rendering (within Y02 scope).	TRUE	
8911029	1. An electric braking device comprising: a cylinder part that retains thereinside a piston movable in an axial direction; a motor for driving the piston; and a driving force transmission mechanism that transfers driving force by the motor to the piston, the electric braking device producing brake fluid pressure by driving the piston in the axial direction with the driving force by the motor, the driving force transmission mechanism comprising:	0.507207799374386	0.985584401251229	1	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Electric braking mechanism without explicit indication of regenerative energy recovery or emission reduction (outside Y02 scope).	FALSE	
8782445	1. An information processing apparatus comprising: an optical disc apparatus comprising a tray configured to receive an optical disc; modules other than the optical disc apparatus; a power-supply controller configured to control a supply of electric power from a power supply to the optical disc apparatus and each of the modules; and a receiver configured to receive a command to eject the tray in the optical disc apparatus, and configured to transmit information about the command to the power-supply controller, wherein, when the supply of electric power to each of the modules is stopped, the power-supply controller is configured to continue the supply of electric power to the optical disc apparatus during a time period, wherein, when the power-supply controller receives the information about the command within the time period, the power-supply controller is configured to eject the tray and to stop the supply of electric power to the optical disc apparatus, wherein the power-supply controller is configured to determine whether the power supply is connected to an external power source, and wherein, when the power-supply controller determines that the power supply module is not connected to the external power source, the power-supply controller is configured to stop the supply of electric power to the optical disc apparatus.	0.507245708952182	0.985508582095636	1	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Electronic device power control method without explicit energy efficiency or climate mitigation purpose (outside Y02 scope).	FALSE	
9374669	1. A method for requesting assistance data, comprising, at a mobile device: determining an expected quality of service information; transmitting a request for assistance data; transmitting the expected quality of service information; and receiving an assistance data file comprising heat map information, wherein the heat map information includes a heat map grid resolution and a suitable quantization precision level for heat map values as determined, at least in part, based on the expected quality of service information.	0.492609491131403	0.985218982262806	0	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Mobile communication assistance data optimization method without environmental or climate mitigation relevance (outside Y02 scope).	TRUE	
8567218	1. A burner for a vapour deposition process, comprising: a front face; a precursor exit port defined in said front face for ejecting a glass precursor material, the precursor exit port having a center centrally-located on said front face, said precursor exit port having a concave shape at said front face comprising a circular central region and a plurality of radial regions extending from the central region and each radial region is defined by a pair of walls converging toward the axis and an end wall, respectively; and an annular orifice defined in said front face for ejecting a gas, said annular orifice surrounding said central orifice.	0.492687269503372	0.985374539006744	0	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Industrial vapour deposition equipment without explicit indication of emission reduction or climate mitigation (outside Y02 scope).	TRUE	
8431751	1. A polymer of formula: and pharmaceutically acceptable salts thereof, wherein: and isomers thereof, and wherein the polymer is capable of forming a reversible complex with borate.	0.492990390447299	0.985980780894599	0	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Polymer chemistry disclosure without explicit environmental or climate mitigation application (outside Y02 scope).	TRUE	
9740845	1. A beacon-authenticated electronic device associated with a device user, the device comprising: a device housing; a thermal sensor at least partially within the device housing; a non-thermal signal detection system; and a device controller configured to authenticate the device user when the device is locked by, in order, sensing a human presence via the thermal sensor and based on sensing the human presence, activating the non-thermal signal detection system, detecting a non-thermal beacon via the non-thermal signal detection system, wherein the beacon contains an authentication string-code, determining whether the embedded authentication string-code is associated with the device user, and allowing the user access to the device when the authentication string-code is determined to be associated with the device user, and otherwise maintaining the device in the locked state.	0.49300775221837	0.98601550443674	0	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	User authentication system for electronic devices without environmental or climate mitigation relevance (outside Y02 scope).	TRUE	
8357226	1. A method comprising: providing an aqueous feed solution containing product metals cobalt and nickel and impurity metals zinc, iron, copper, calcium and/or manganese, providing an extraction solution containing an extraction reagent, pre-charging the extraction solution with cobalt and nickel, separating the impurity metals from the feed solution by liquid-liquid extraction between the feed and extraction solutions which causes the impurity metals to separate from the feed solution into the extraction solution to thereby obtain a raffinate containing the product metals, after extraction, washing the extraction solution in a washing stage with washing water comprising an aqueous solution containing chlorides, water or a mixture thereof, and washing the extraction solution with a back-extraction solution containing metal chlorides.	0.49302312250375	0.986046245007499	0	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Metal extraction and purification method without explicit climate mitigation or emission reduction purpose (outside Y02 scope).	TRUE	
8753732	1. A flexible heat insulation product ( 1 ) comprising: a flexible heat insulating core layer ( a flexible facing (	0.493215654340302	0.986431308680604	0	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	1	Heat insulation product likely contributing to energy efficiency in buildings (within Y02 scope).	FALSE	
8574637	1. A composition of matter comprising a Salvia hispanica L. derived seed oil comprising from 60-88% PUFAs in a ratio of from 3.1:1-3.3:1 of alpha-linolenic acid (ALA) to linoleic acid (LA), 4-10% of C-18 mono-unsaturated acid, 1-5% of C-18 saturated fatty acid and 4-8% of C-16 saturated fatty acid in a mixed triglyceride form that is stable at room temperature for 12-24 months and comprising a mixture of selected antioxidants, wherein said Salvia hispanica L. derived seed oil is made by subjecting the Salvia hispanica L seed to supercritical fluid CO 2 extraction in the presence of lipophilic and/or hydrophilic antioxidants to produce a seed oil extract; fractionating the resulting seed oil extract in separate pressure step-down stages for collecting light and heavy fractions of seed oil extract; and separating the heavy fraction from the light fraction and any remaining water in the heavy fraction of seed oil extract to form the final seed oil from the heavy fraction.	0.493319373534095	0.986638747068189	0	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Seed oil composition and extraction method without climate mitigation relevance (outside Y02 scope).	TRUE	
8484588	1. A method to automatically generate a custom integrated circuit (IC) design, comprising: a. receiving at a computer a specification of the custom IC including computer readable code to be executed by the custom IC; b. generating an abstraction of the IC as a system, processor architecture and micro-architecture (SAMA) representation; c. providing the SAMA representation to a data model having at least an architecture optimization view, a physical design view, and a software tool view; d. optimizing the processor architecture by iteratively updating the SAMA representation and the data model to automatically generate a processor architecture uniquely customized to the computer readable code which satisfies one or more constraints; e. automatically and iteratively generate a customized computer architecture for the computer readable code that best fits the constraints with an application specific instruction set; and f. synthesizing the generated architecture into a computer readable description of the custom integrated circuit for semiconductor fabrication.	0.493391766138873	0.986783532277746	0	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Integrated circuit architecture generation method without explicit environmental or energy efficiency context (outside Y02 scope).	TRUE	
9800311	1. A data transmission method using physical network coding in a relay station, the method comprising: receiving a first signal from a first node and a second signal from a second node; generating a third signal to which the physical network coding is applied based on the first signal and the second signal; determining a beam-forming matrix which maximizes a lower effective power between an effective power of a first channel and an effective power of a second channel; and transmitting the third signal to the first node and the second node using the beam-forming matrix, wherein the first channel is formed between the relay station and the first node, the second channel is formed between the relay station and the second node, and the beam-forming matrix is determined on a plane where a first beam-forming matrix for the first channel when it is assumed that the second node is not present and a second beam-forming matrix for the second channel when it is assumed that the first node is not present are spanned.	0.493439940275702	0.986879880551404	0	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Wireless transmission optimization method without explicit environmental or climate mitigation relevance (outside Y02 scope).	TRUE	
8691563	1. A vector comprising: (a) DNA encoding an infectious RNA molecule; and (b) a CMV RNA polymerase promoter; wherein:	0.493527564390474	0.987055128780948	0	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Biotechnology vector construct without relevance to climate change mitigation technologies (outside Y02 scope).	TRUE	
9316101	1. An engine comprising a piston, a cam coupled to a camshaft, wherein the cam is configured to provide a substantially flat-bottom piston motion, wherein the substantially flat-bottom piston motion comprises an x	0.493671996613524	0.987343993227048	0	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Mechanical engine configuration without explicit indication of emission reduction or energy efficiency improvement (outside Y02 scope).	TRUE	
9739494	1. A humidifier comprising: a housing comprising air vents; humidifying equipment, including a water tank, disposed within the housing to provide humidified air to appreciably increase net moisture content of ambient air within a room; the air vents disposed on a first side of the housing and configured to release humidified air generated by the humidifying equipment into the room; and an image projector coupled to a second side of the housing and configured to project an image onto a surface of the room, wherein the second side of the housing faces a direction different from that of the first side of the housing so that the projected image does not pass through the released humidified air exiting the air vents.	0.49390789452054	0.98781578904108	0	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Consumer humidifier device without explicit energy efficiency or climate mitigation purpose (outside Y02 scope).	TRUE	
8414662	1. A system for producing salt from brine comprising: a corrosive resistant pump having a fluid input for placement into a volume of brine and an output; an atomizing sprinkler having an input connected to said output of said pump for selectably producing droplets of brine of sufficiently small size as to form crystals before falling from said atomizing sprinkler to a ground surface, for forming a layer of crystallized salt on said ground surface, to producing droplets of brine of sufficiently large size to penetrate into said ground surface through said formed layer of crystallized salt on said ground surface to insure that saturated brine penetrates said ground surface and into said soil matrix to form a capillary zone.	0.493938427668966	0.987876855337932	0	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Industrial salt production system without explicit environmental or climate mitigation relevance (outside Y02 scope).	TRUE	
8850809	1. A pulsed plasma engine, comprising a chamber, a pair of electrodes within the chamber, means for introducing a noncombustible gas into the chamber, means for ionizing the gas to form a plasma within the chamber, means for applying an electrical pulse to the electrodes to produce heating of the plasma when the pulse is turned on and an explosive pressure pulse when the electrical pulse is turned off, and means for creating a magnetic field within the chamber for confining the plasma and directing the pressure pulse to an output member driven by the pressure pulse.	0.493956677956193	0.987913355912386	0	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Plasma propulsion or pressure engine system without explicit indication of emission reduction or climate mitigation (outside Y02 scope).	TRUE	
9713794	1. A separation membrane comprising: a polymer support; and at least one graphene monolayer on at least one surface of the polymer support, the graphene monolayer being 2-dimensional and planar-structured, wherein the graphene monolayer includes a plurality of grains defined by grain boundaries, the grain boundaries provide gaps present along the grain boundaries between the grains in the graphene monolayer, and the gaps between the grains in the graphene are configured to pass a target substance to separate the target substance from a mixture containing the target substance, wherein the at least one graphene monolayer on the polymer support has a first fluid permeability in a range of about 400 Barrer to about 1200 Barrer, and wherein the at least one graphene monolayer on the polymer support has an first fluid/second fluid selectivity of at least about 1.5.	0.493979044722997	0.987958089445995	0	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Graphene-based separation membrane without explicit climate mitigation or emission reduction application (outside Y02 scope).	TRUE	
8524421	1. A mask blank for manufacturing a transfer mask, the mask blank having a light-shielding film on a transparent substrate, wherein the light-shielding film: (a) is made of a material containing tantalum as a main metal component, (b) has a highly oxidized layer formed as a surface layer of the light-shielding film, that is placed on a side opposite to a transparent substrate side, and (c) the highly oxidized layer has a Ta 4f narrow spectrum, when the highly oxidized layer is analyzed by X-ray photoelectron spectroscopy, and has a maximum peak at a binding energy of more than 23 eV.	0.49407407306097	0.98814814612194	0	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Semiconductor mask manufacturing material without explicit environmental or climate mitigation relevance (outside Y02 scope).	TRUE	
9803658	1. A vehicle hydraulic control device including: an oil pump that is driven by a driving force source for wheels; and an oil passage that guides oil discharged from the oil pump to a rotating electrical machine that forms at least a part of the driving force source and a gear mechanism to which driving force from the driving force source is transmitted, wherein the oil passage includes a common oil passage connected to the oil pump, a first oil passage connected to the common oil passage to guide oil flowing from the common oil passage into the first oil passage to the gear mechanism, and a second oil passage branching off from a connection portion between the common oil passage and the first oil passage to guide oil flowing from the common oil passage into the second oil passage to the rotating electrical machine, a first relief valve and a throttle portion placed upstream of the first relief valve are provided in the first oil passage, a second relief valve is provided in the second oil passage, the first relief valve discharges oil in the first oil passage when an oil pressure in the first oil passage located downstream of the throttle portion becomes higher than a predetermined first set oil pressure, the second relief valve allows a part of the second oil passage which is located upstream of the second relief valve to communicate with a part of the second oil passage which is located downstream of the second relief valve when an oil pressure in the second oil passage located upstream of the second relief valve becomes higher than a predetermined second set oil pressure, and the second set oil pressure is set to an oil pressure higher than the first set oil pressure.	0.494077909354617	0.988155818709234	0	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Vehicle hydraulic control system without explicit reference to emission reduction or climate mitigation purpose (outside Y02 scope).	TRUE	
9359711	1. A dryer vent hose assembly, comprises: (a) a flexible dryer vent hose having a proximal end and a distal end; (b) said dryer vent hose proximal and distal ends each attached to a rigid annular dryer tube outlet ring slidable into mating relationship to an air exhaust opening of a clothes dryer and into a wall exhaust vent opening; (c) each rigid annular dryer tube secured by a rotator clamp assembly having an upstanding circumferential groove into which an upstanding lip of a rotator coupler ring fits, said rotator coupler ring having a flat annular area at its opposite end; (d) a clamp assembly fits around said rotator coupler clamp assembly to secure the rotator coupler clamp assembly to the rotator coupler ring, said rotator coupler ring being freely rotatable; (e) the flexible dryer vent hose fits over the rotator coupler ring annular flat area; (f) a cable tie clamp assembly having upstanding spring clips fits around and secures the flexible dryer vent hose to the rotator coupler ring; (g) a series of spring rings having upstanding spring clips fits around the flexible dryer vent hose; and (h) a plurality of springs clip onto each adjacent spring rings and to the cable tie clamp assembly; the dryer vent hose freely rotates and can be expanded, retracted, or twisted without kinking.	0.494095098185967	0.988190196371934	0	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Household dryer vent mechanical assembly without explicit energy efficiency or climate mitigation relevance (outside Y02 scope).	TRUE	
9495875	1. A vehicle comprising: at least one sensor; at least one processor; and data storage comprising instructions executable by the at least one processor to:	0.494222075333851	0.988444150667701	0	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Generic vehicle control architecture without explicit climate mitigation or emission reduction relevance (outside Y02 scope).	TRUE	
9179351	1. A method of receiving a signal of a user equipment in a multi-node system including a plurality of nodes and a base station for controlling the plurality of nodes, the method comprising: receiving a reference parameter from the base station; receiving a node-specific signal from at least one node among the plurality of nodes; and decoding the node-specific signal, wherein a virtual cell parameter required for decoding of the node-specific signal is determined based on the reference parameter, and wherein the node-specific signal is decoded b using each of candidates of the virtual cell parameter which is dependent on the reference parameter.	0.494226282563914	0.988452565127828	0	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Telecommunication signal decoding method without explicit environmental or climate mitigation relevance (outside Y02 scope).	TRUE	
9502149	1. A UV system for irradiating a substrate, the system comprising: a lamphead including an interior; a plurality of solid state RF sources, each RF source configured to generate RF energy; an elongated UV bulb having a length and being positioned in said interior of said lamphead and capable of emitting UV energy when excited by the RF energy generated by said plurality of solid state RF sources; and a plurality of RF transmitters, each one of said plurality of RF transmitters coupled to one of said plurality of solid state RF sources, said plurality of RF transmitters being positioned proximate to said elongated UV bulb and spaced apart along the length of said elongated UV bulb, and said plurality of RF transmitters configured to receive the RF energy from said plurality of solid state RF sources and direct the RF energy to different regions across the length of said elongated UV bulb.	0.49427919185316	0.98855838370632	0	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	UV irradiation system without explicit indication of emission reduction or climate mitigation purpose (outside Y02 scope).	TRUE	
9577285	1. A solid electrolyte comprising: particles comprising Li wherein the Li wherein the method includes: wherein the chelating agent in the second mixed solution may be at least one of ammonia, ethylene diamine, acetic acid, or acetyl acetone; and further wherein the primary particle synthesized by the sol-gel method has a particle size distribution at 50%-point accumulation ranging from about 250 nm to about 500 nm, and a particle size distribution at 90%-point accumulation ranging from about 350 nm to about 700 nm; and wherein the solid electrolyte has an ionic conductivity of about 2.33×10	0.494530360712065	0.98906072142413	0	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	1	Solid electrolyte material likely applicable to energy storage technologies such as batteries (within Y02 scope).	FALSE	
9830036	1. A first electronic device, comprising: a first sensor array input device configured to detect a presence of a first object and generate one or more signals to enable a first feature; and a subsystem communicatively coupled to the first sensor array input device and capable of communication with a second electronic device; wherein the first electronic device is configurable for enabling the first feature when a second object is detected by a second sensor array input device on the second electronic device during an absence of the first object at the first sensor array input device.	0.494572411266126	0.989144822532253	0	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Electronic device interaction system without climate mitigation relevance (outside Y02 scope).	TRUE	
9771931	1. A pump system with a compressor pump and a vacuum pump on a common shaft, comprising: a rotor that rotates about a first axis, the rotor having a first and a second radial piston bore each containing at least one piston, wherein the first radial piston bore serves as a vacuum pump and the second radial piston bore serves as a compressor pump; a crankshaft defining a second axis parallel to and offset from the first axis, wherein the crankshaft rotates about the second axis and drives rotation of the rotor; wherein the rotor is formed by a first piece and a second piece that mate to collectively form the rotor, wherein the first piece includes a first tongue and a second tongue that define a first space and a second space between the first tongue and the second tongue, and wherein the second piece includes a third tongue and a fourth tongue, and wherein the third tongue and the fourth tongue are positioned within the first space and the second space when the first piece and second piece are mated together; wherein the first radial piston bore extends at least partially through the first tongue and the second tongue, and the second radial piston bore extends at least partially through the third tongue and the fourth tongue.	0.49459822164762	0.98919644329524	0	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Mechanical pump and compressor system without explicit emission reduction or climate mitigation context (outside Y02 scope).	TRUE	
8664382	1. Pharmaceutical compositions comprising at least a metal phthalocyanine analogue of formula (I) wherein and R where: with the proviso that:	0.494691670443681	0.989383340887363	0	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Pharmaceutical composition without relevance to climate change mitigation technologies (outside Y02 scope).	TRUE	
9117756	1. A packaged electronic device, comprising: an electronic device; a conductive structure; an encapsulant encapsulating the conductive structure, wherein the encapsulant includes chlorides and a negatively-charged corrosion inhibitor, wherein the negatively charged inhibitor includes at least one negative ion selected from the group consisting of negative acetate ions, negative formate ions, negative tartarate ions, and negative nitrite ions, at a concentration of at least 150 parts per million of the encapsulant.	0.49515110761798	0.99030221523596	0	low	Prediction based on PatentSBERTa semantic embedding similarity to green vs non-green training claims.	0	Electronic packaging corrosion control method without environmental or climate mitigation relevance (outside Y02 scope).	TRUE	
